"item","domain","wasserstein","alignment","comparison"
"Negative_Emotionality_5","Negative_Emotionality",0.564551422319475,0.858862144420131,"llm_src_tr_DeepSeek_vs_human_src_tr"
"Negative_Emotionality_6","Negative_Emotionality",0.909190371991247,0.772702407002188,"llm_src_tr_DeepSeek_vs_human_src_tr"
"Negative_Emotionality_7","Negative_Emotionality",0.811663019693654,0.797084245076586,"llm_src_tr_DeepSeek_vs_human_src_tr"
"Negative_Emotionality_8","Negative_Emotionality",0.753676148796499,0.811580962800875,"llm_src_tr_DeepSeek_vs_human_src_tr"
"Negative_Emotionality_9","Negative_Emotionality",0.858862144420131,0.785284463894967,"llm_src_tr_DeepSeek_vs_human_src_tr"
"Negative_Emotionality_10","Negative_Emotionality",1.36105032822757,0.659737417943107,"llm_src_tr_DeepSeek_vs_human_src_tr"
"Negative_Emotionality_11","Negative_Emotionality",0.753676148796499,0.811580962800875,"llm_src_tr_DeepSeek_vs_human_src_tr"
"Negative_Emotionality_12","Negative_Emotionality",1.48468271334792,0.62882932166302,"llm_src_tr_DeepSeek_vs_human_src_tr"
"Open_Mindedness_1","Open_Mindedness",0.87417943107221,0.781455142231947,"llm_src_tr_DeepSeek_vs_human_src_tr"
"Open_Mindedness_2","Open_Mindedness",1.88387308533917,0.529031728665208,"llm_src_tr_DeepSeek_vs_human_src_tr"
"Open_Mindedness_3","Open_Mindedness",0.826039387308534,0.793490153172867,"llm_src_tr_DeepSeek_vs_human_src_tr"
"Open_Mindedness_4","Open_Mindedness",2.30838074398249,0.422904814004376,"llm_src_tr_DeepSeek_vs_human_src_tr"
"Open_Mindedness_5","Open_Mindedness",0.893873085339169,0.776531728665208,"llm_src_tr_DeepSeek_vs_human_src_tr"
"Open_Mindedness_6","Open_Mindedness",1.27899343544858,0.680251641137856,"llm_src_tr_DeepSeek_vs_human_src_tr"
"Open_Mindedness_7","Open_Mindedness",2.09080962800875,0.477297592997812,"llm_src_tr_DeepSeek_vs_human_src_tr"
"Open_Mindedness_8","Open_Mindedness",1.82479212253829,0.543801969365427,"llm_src_tr_DeepSeek_vs_human_src_tr"
"Open_Mindedness_9","Open_Mindedness",1.36980306345733,0.657549234135667,"llm_src_tr_DeepSeek_vs_human_src_tr"
"Open_Mindedness_10","Open_Mindedness",1.36761487964989,0.658096280087527,"llm_src_tr_DeepSeek_vs_human_src_tr"
"Open_Mindedness_11","Open_Mindedness",1.5337636761488,0.616559080962801,"llm_src_tr_DeepSeek_vs_human_src_tr"
"Open_Mindedness_12","Open_Mindedness",1.76680525164114,0.558298687089716,"llm_src_tr_DeepSeek_vs_human_src_tr"
