"item","domain","wasserstein","alignment","comparison"
"Conscientiousness_11","Conscientiousness",0.07,0.9825,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Conscientiousness_12","Conscientiousness",0,1,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Negative_Emotionality_1","Negative_Emotionality",0.1,0.975,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Negative_Emotionality_2","Negative_Emotionality",0.26,0.935,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Negative_Emotionality_3","Negative_Emotionality",0.61,0.8475,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Negative_Emotionality_4","Negative_Emotionality",0.55,0.8625,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Negative_Emotionality_5","Negative_Emotionality",0.07,0.9825,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Negative_Emotionality_6","Negative_Emotionality",0.08,0.98,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Negative_Emotionality_7","Negative_Emotionality",0.55,0.8625,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Negative_Emotionality_8","Negative_Emotionality",0.23,0.9425,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Negative_Emotionality_9","Negative_Emotionality",0.08,0.98,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Negative_Emotionality_10","Negative_Emotionality",0.0700000000000001,0.9825,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Negative_Emotionality_11","Negative_Emotionality",0.23,0.9425,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Negative_Emotionality_12","Negative_Emotionality",0.61,0.8475,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Open_Mindedness_1","Open_Mindedness",0.0799999999999999,0.98,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Open_Mindedness_2","Open_Mindedness",0.27,0.9325,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Open_Mindedness_3","Open_Mindedness",0.56,0.86,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Open_Mindedness_4","Open_Mindedness",0.55,0.8625,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Open_Mindedness_5","Open_Mindedness",0.54,0.865,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Open_Mindedness_6","Open_Mindedness",0.02,0.995,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Open_Mindedness_7","Open_Mindedness",0.83,0.7925,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Open_Mindedness_8","Open_Mindedness",0.92,0.77,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Open_Mindedness_9","Open_Mindedness",0.02,0.995,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Open_Mindedness_10","Open_Mindedness",0.61,0.8475,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Open_Mindedness_11","Open_Mindedness",0.59,0.8525,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
"Open_Mindedness_12","Open_Mindedness",0.71,0.8225,"llm_src_en_gpt_vs_llm_tgt_cn_gpt"
